Review,Rating,Sentiment;Label;;
asinan terfav,5, ;P;;
terima kasih produk dan service mantap biar bintang yg berbicara,5, ;P;;
mantaab rasanyaa,5, ;P;;
rasanya segerrrrr penjualnya ramah next order lagi,5, ;P;;
kualitas oke pengiriman cepat mantap,5, ;P;;
wajib d cobaiiiin enakkk bingitz,5, ;P;;
enak dan segar uda langganan dr taon lalu,5, ;P;;
alhamdulillah akhirnya ngidamnya kesampean jg bnr parah asinannya enk bgt seuugeeeeernya mng bkn mata melek nch br prtm kl rasain asinan enknya ky gn ntuk airnya rasa asemnya mng bkn dr cuka asinannya msh fresh pemgiriman sgt cpt dan penjul ramah pokoknya top markotop dch dgn layanannnya bs jd langganan nch pas lg kpgn makan yg seger thx y agan smg dagangannya sll laris manis dan sukses trs,5, ;P;;
packing rapi cepet sampai penjual responsif dan ramah asinan nya maknyus,5, ;P;;
manis mantab durian pengiriman cepat tq,5, ;P;;
enak manis durianya mantab,5, ;P;;
paket sudah diterima tp blum sempat dicoba krn utk dijual lagi insha allah enak ya,5, ;P;;
sesuai pesanan pengiriman cepat soalnya pake grab sich btw good seller and thanks tokped,5, ;P;;
mantab berasaaa durian medan nya,5, ;P;;
bagus manis dan berasa bngt durian aslinya tq,5, ;P;;
udh pesen kedua kali tapi yang ini kurang full isinya tapi gpp lain kali diisi lebih full ya ka,4, ;N;;
enakkkkkks syekali makasi seller makasi jga abang kurir,5, ;P;;
mantap enak saladnya tq,5, ;P;;
mkshhh kak semoga lancar manfaat barokah selaluuuuuu aamiin,5, ;P;;
alhamdulillah udah sampe selamat paketnya mkshhh bnyk ya kak utk bonusan nya masya allah semoga allah berikan usahanya lancarrrr barokah selaluuuuuu aamiin,5, ;P;;
ini pesanan kesekian kali looh soal rasa jgn tanya pokoknya mantul makasi seller yg ramah kapan2 insya allah order lagi,5, ;P;;
always the best alhamdulillah mkshhh selaluuuuuu kak barakallah,5, ;P;;
memang asam buahnya dan untuk ukuran besar ini jujur dimakan setengah ka krna asam anak jg ga suka biasanya suka makasih ya ka udh tanggung jawab ganti yg baru semoga berkah saya rubah review nya,5, ;N;;
mkshhh yaaaa kak udh sampe paketnya memuaskan,5, ;P;;
mkshhh yaaaa kak packing nya aman,5, ;P;;
alhamdulillah setelah dicoba barang dalam keadaan bagus dan sesuai dengan detail yang tertera pada deskripsi produk respon penjualnya juga baik pengiriman sangat cepat overall puas dengan pelayanannya jika penjual muslim semoga allah berkahi usahanya,5, ;P;;
penyelamat rasa mual muntah ku,5, ;P;;
rasa terlalu kuat heran dengan rasanya maaf tapi ini jauh dari ekspektasi,4, ;N;;
fast respon good seller good product,5, ;P;;
pengiriman cepat produk ok,5, ;P;;
busyet dah asiin bangat rasnya ngangenin dan bikin hauss cocok buat makanan pembuka yang punya warung makan,5, ;P;;
enakkkkk coyyyyyyy,5, ;P;;
enak euy,5, ;P;;
ini fav sih snack dr kecil,4, ;P;;
ada rasa asinnya,3, ;N;;
kok agak pait ya kyk udah gk segar pdhl kondisi sampai rmh masih dingin apa sdh kelamaan,4, ;N;;
enak durian cupnya bener2 dr durian medan thx ya gan sukses selalu,5, ;P;;
enak respon cepat,5, ;P;;
pengiriman cepat rasa duriannya juga enak manis respon seller juga cepat recomended dech,5, ;P;;
kirain dr foto ukurannya besar ternyata hehe tp rasanya boleh laahhh puas,4, ;N;;
respon cepat rasa ok banget real durian asli next pasti order lagi,5, ;P;;
isi kurang penuh tapi rasa ok,4, ;N;;
semua barang selalu sesuai gambar dan deskripsi,5, ;P;;
barang diproses dan dikirim sangat cepat kemasan baik dan rapiterima kasih sayurbox,5, ;P;;
sayur dan semua disini fresh layanannya lumayan cepat,5, ;P;;
produk cepat sampai dan memuaskan thanks banget seller,5, ;P;;
sepertinya lupa dimasukkan ke dalam packing jadi tidak terkirim bersama pesanan yg lain tapi karena proses komplain mudah dan pelayanan oke jadi gapapa sudah berhasil refund,4, ;N;;
nanasnya gak dikirim ga diinfoin juga cara refund di tokped tau2 pesanan udh selesai otomatis,1, ;N;;
segarrrr,5, ;P;;
nanasnya manis banget cuttingnya juga rapi suka banget puas banget,5, ;P;;
pengiriman cepat barang oke,5, ;P;;
bersih tanpa biji,5, ;P;;
pesanan diproses cepat pengiriman juga oke cepat sampai sesuai deskripsi dan langsung santap,5, ;P;;
rasa kangen,5, ;P;;
pokoknya puas,5, ;P;;
respon nya cepat sehingga barangnya cepat sampe juga tq ya,5, ;P;;
baru nyobain,5, ;P;;
proses pengiriman yg cepat dan sesuai dgn deskripsi,5, ;P;;
rasanya enak dengan tambahan kacang tanah goreng dan sambal ekstra dikemas dengan baik dikirim express tiba tiba aja paket sudah sampai terimakasih banyak seller,5, ;P;;
cepat rasanya cocok dilidah,5, ;P;;
sesuai pesanan respon seller dan pengiriman cepat terimakasih,5, ;P;;
maknyusss,5, ;P;;
cabenya ngga ada mgk ketinggalan shg yg makan saya sendiri mereka ngga ada cabenya ngga mau makan bagaimana ngga puasa kalau saya harus habisin 5 porsi makasih ya,5, ;N;;
mantap dan fresh,5, ;P;;
enak hanya porsinya mini hehe,5, ;P;;
mantap dan fresh buahnya,5, ;P;;
respon penjual dan pengirimannya cepat,5, ;P;;
dah ga kehitung brp kali repeat order,5, ;P;;
enaaaakkkk bingitzzzzz,5, ;P;;
entah sudah brp puluh kali beli ini sudah jd member alias pelanggan tetap,5, ;P;;
enak buahnya fresh rasanya seger packingan bersih dan aman bgt pengiriman cepat seller ramah makasih banyak,5, ;P;;
mohon maaf kelupaan difoto saking enaknya udah abis duluan baru inget mau difoto buat review asinan kuah putih ini beda dari yang lain sih enakk banget,5, ;P;;
enak segeer,5, ;P;;
asinan nya enak bgt pengiriman sangat cepat,5, ;P;;
pengiriman cepat asinannya enak thx,5, ;P;;
pas sesuai selera,5, ;P;;
re order yg kesekian kalinya maaf gak sempet di foto buru2 dimasukin kulkas takut khilaf lagi puasa,5, ;P;;
seger and fres bngt makasihhhhh,5, ;P;;
ok tuanks seller,5, ;P;;
selalu puas deh sampe gak sempet masuk kulkas langsung dimakan,5, ;P;;
agak kecewa note tidak sesuai,3, ;N;;
biarkan tangan yg bicara mantul rasa saladnya,5, ;P;;
udah berkali kli bli disini enak dan memuaskan jadi langganan,5, ;P;;
barang dikemas secara rapi,5, ;P;;
oke banget selalu dan selalu beli asinan di sini lagi sampe gojek nya bingung kenapa beli asinan jauh banget karena enak dan rasanya pas banget,5, ;P;;
segeer banget dan sedeep,5, ;P;;
sudah beli untuk kesekian kalinya tetap suka dengan rasanya,5, ;P;;
seger dimakan siang2 cm mangganya adem bgt makasih,5, ;P;;
mantab terima kasih,5, ;P;;
bintang berbicara,5, ;P;;
biarlah bintang yg bicara ya terima kasih,5, ;P;;
pas mantab makasih yah,5, ;P;;
maaf ya saya kurang cocok dg rasa saus dan buah nya juga tidak fresh berair,3, ;N;;
sukakkk sellernya juga helpful bgt repeat order soon,5, ;P;;
belom dicoba semoga enak,5, ;P;;
alhamdulillah mksh,5, ;P;;
buah segar rasanya enak seller respon bagus recomended,5, ;P;;
gak diragukan udah pembelian yg kesekian kali pokokya sehat dan sukses terus y sis,5, ;P;;
udah langganan 6x pesen disini baik via toped maupun wa rasanya selalu premium dan enak keep up the good quality sis,5, ;P;;
exp 12 22,5, ;P;;
thx u kak seller diterima dgn bae thx u,5, ;P;;
transaksi berkali2 selalu puas,5, ;P;;
barang diterima dengan baik packing aman terima kasih,5, ;P;;
kesukaan sy pengiriman cepat dan packing nya rapi trimakasih ya,5, ;P;;
sesuai pesanan barang tidak kurang,4, ;P;;
garing mnggany enak bkl psn lagi pasti,5, ;P;;
enak seger bgt mangganya asem renyah pas buat ngidam,5, ;P;;
enak sampai repeat order terus,5, ;P;;
enak banget krenyes2 buahnya super segar lain kali mesti beli lagi,5, ;P;;
repeat order buah mangga tetap bagus sekali sesuai dengan pesanan saya yang pertama dan packing juga sangat rapi dan diikat erat terima kasih,5, ;P;;
termina kasih buah sudah sampai packing sangat bagus sekali dan buahnya juga bagus,5, ;P;;
enak bgt pesanan yg ke sekian kali,5, ;P;;
ini enak banget dong terasinya sukak langsung repeat order buat stock,5, ;P;;
baraang ny bagus pengirimannya cepeett bangeett jooss tokonya ada bonuus nya lagi,5, ;P;;
pelapak fast respon packing rapi barang mendarat dengan aman mantab pokoknya,5, ;P;;
mantap barangnya bagus dan saya rekomendasikan disini saja,5, ;P;;
barangnya mantap ada lebih lebihnya recomended,5, ;P;;
barang mantap dan berkualitas sukses terus pokoknya,5, ;P;;
recomended mantap,5, ;P;;
barangnya oke,5, ;P;;
recomended seller ini,5, ;P;;
barang berkualitas respon seller cepat,5, ;P;;
enak apalagi pas dapet harga diskon banyak sering sering promo yaa,5, ;P;;
bsrang sesuai pesanan,5, ;P;;
brg ok enak thanks,5, ;P;;
penjual ramah packing nya aman keluar kota,5, ;P;;
camilan sehat favoritku banget sudah 2x pesen,5, ;P;;
mantab beli beberapa kali belum pernah mengecewakan,5, ;P;;
its ok,4, ;P;;
pengiriman cepat enakkkk saya suka,5, ;P;;
rasa nya wangi tetapi tidak manis tidak sesuai iklan,1, ;N;;
mantabbbb packing sangat bagus,5, ;P;;
rasa oke hanya biji duren ada yg di dalem plastik,5, ;P;;
uenakkk bakal langgan nih,5, ;P;;
barang bagus packing rapih pengiriman cepat recommended seller,5, ;P;;
rasanya manis mantul mksh,5, ;P;;
joss udh sampe pesen ga sampe 1 jam semoga joss jg rasanya,5, ;P;;
ga kecewa dgn duriannya duriannya manis2 semua thx ya,5, ;P;;
rasanya mantap manisnya,5, ;P;;
selalu suka bollen kartika enak,5, ;P;;
kerenn akhirnya bisa menikmati bolen keju yang besar kemasan sangat baik dan pak kurir juga sopan,5, ;P;;
semua sesuai baik waktu pengiriman maupun item yg diorder,5, ;P;;
barang sampai besoknya expired,1, ;N;;
uda pesen hr sabtu tp pengiriman cuma ampe jam 11 senin dikirim pun sore sampai ke tujuan selasa siang,3, ;N;;
makanan kesukaan sejak kecil sudah 2x beli lewat toped packing rapi aman,5, ;P;;
gede puas,5, ;P;;
masih sama seperti dulu waktu sy kecil enak tgl 8 2 pesan 9 2 bayar 10 2 siang udah sampe mantep dah cm dus agak penyok tp rasa enak mksh kartika sari,5, ;P;;
pengiriman cepat dan pia enakk,5, ;P;;
seller sangat responsive,5, ;P;;
suka banget sama pia ini ketagihan terus,5, ;P;;
seller gercep enak pia nya uda sering beli sukses terus,5, ;P;;
barang sesuai dengan keinginan tks,5, ;P;;
good product good seller thankyouu,5, ;P;;
good seller good product,5, ;P;;
good product good seller thankyouu kak,5, ;P;;
good seller pesanan sesuai produk ok pengiriman cepat terima kasih seller sukses selalu,5, ;P;;
mantaap baik respon seller maupun produk ok,5, ;P;;
enak ngga manis puas belanja disini on time sesuai deskripsi 2 hari dan tiba jam 11 siang hehe fresh masukkan untuk topping kacang mgkin bsa dihancurkannya lebih seragam homogen krna ada piece yg trnyta besar dan keras,5, ;N;;
bolu nya enak dan mantapp,5, ;P;;
selalu puas udah langganan,5, ;P;;
wow yum yum enak,5, ;P;;
enakkk ngga terlalu manis bolu nya lembut,5, ;P;;
selalu puas pesan disini rasa enak dan pengiriman sesuai,5, ;P;;
packing nya rapi pas dibuka wangi nya enak bsk2 beli disini lagi terima kasih,5, ;P;;
baru pernah pesen kue serapih ini packagingnya bener2 bagus katanya po 2 hr tp besoknya udh sampai rasanya enak lembut tp mantap kacangnya jg garing top bangettsss,5, ;P;;
packaging aman produk sesuai ekspektasi semoga sukses,5, ;P;;
bolu jadul enak dan dikemas rapi sekedar saran bag nya jgn plastik kali yaa spy tdk menambah sampah plastik hehe,5, ;P;;
enak admin good response,5, ;P;;
alhamdulillah kuenya enak sesuai pesanan terima kasih,5, ;P;;
admin walaupun agak lama respon mgkn krn orderan banyak tapi begitu dinotice prosesnya cepet jadi alhamdulillah bisa diterima sesuai waktu yg diharapkan rasa kue ijonya sih jelas juara bangeett,5, ;P;;
pesananku cepet sampe pagi pesen siang udh sampe free greeting card luvvv makasi,5, ;P;;
paraaah enak banget,5, ;P;;
suka bgt sampai order buat paket hampers ke teman2,5, ;P;;
respon seller cepat packing baik dan sesuai pesanan,5, ;P;;
kirimnya cepet banget packing okeee rasa sungguh endul nggak malu2in buat kasih2 ke tetangga,5, ;P;;
beneran kue basah yg seger tks kaaaa sukses selalu,5, ;P;;
tanpa hancurr manntaabbb,5, ;P;;
sebenernya paling takut kalo order makanan apalagi dr luar kota karena pengalaman bbrp kali pas sampe makanannya ancur atau lbh parah basi tapi ini enggak sama sekali packingnya juga bagus banget dan aman banget pasti bakalan order disini lagi,5, ;P;;
barang kondisi bagus rasanya enak seller fast respon packing rapi dan aman rekomen,5, ;P;;
barang kondisi bagus enak seller fast respon packing rapi dan aman rekomen,5, ;P;;
sdh berkali kali beli disini,5, ;P;;
not really for me hehe buat aku sangat sangat kemanisan tapi teksturnya ok,3, ;N;;
gk pernah kecewa beli disini,5, ;P;;
baru pertama kali order karena blm buka puasa jd blm bisa nyobain tapi itu harumnya menggoda bangettttt,5, ;P;;
admin ramah banget dan fast response browniesnya two thumbs up coklatnya berasa banget dan gak kemanisan,5, ;P;;
adminnya fast respon bgt ada yg ga ada lgsg konfirmasi,5, ;P;;
enak2 semua manisnya pas terutama yg varian greentea nya grenteacheese nya tebal dan coklatnya enak,5, ;P;;
enak banget cokelat nya meleleh nagih sih inii bahayaa,5, ;P;;
enak banget dan pengiriman super cepat sudah 2x belanja di sini,5, ;P;;
original exp masih jauh fresh makasih ya,5, ;P;;
dikirim tepat waktu,5, ;P;;
respon bagus,5, ;P;;
responnya sm pengirimannya cpt banget kuenya jg enak,5, ;P;;
kuenya enak lembut dan gak terlalu manis,5, ;P;;
pesen semalem bsk siang sampe,5, ;P;;
paket telah sampai packing oke kurir oke produk oke semoga kue bolu talasnya berkah,5, ;P;;
pengiriman cepat dan layanan ramah,5, ;P;;
mantap fast response penjualnya dan pengiriman cepat rasanya juga enak,5, ;P;;
mantapp lezatnya,5, ;P;;
wajib beli lagi,5, ;P;;
pengiriman super cepet dan seller ramah beli beberapa kloter,5, ;P;;
terimakasih kak,5, ;P;;
respon cepat pesanan sesuai request pengiriman pake sameday aman sekali thank you,5, ;P;;
beli keberapa kali syukaa,5, ;P;;
nagih enak banget selalu,5, ;P;;
enaaakkkkk,5, ;P;;
good thx seller,5, ;P;;
ok rasa tdk mengecewakan,5, ;P;;
rasanya enak mantap ga usah jauh2 ke surabaya untuk beli ceapt banget sampainya makasih yaaa,5, ;P;;
gak pernah nyesel beli disini kualitas kue terjamin dan respin seller cepat,5, ;P;;
alhamdulillah kue sdh smp dan diterimadgn baik cm blm dibuka krn utk lbrn nanti sy order sdh yg ke 3 jd sy sdh tau rasanya enak bngt manusnya pas gak bikin enak smg sll sukses dgn ushnya yaa aamiin,5, ;P;;
pesan siang sore sudah sampai adminnya ramah sudah langganan di livana kalo ke surabaya selalu beli livana ada outlet di jakarta lebih memudahkan buat beli rasa sudah tidak perlu diragukan lagi semuanya enakk,5, ;P;;
enak dan nikmat pengiriman dan packaging bagus dan cepat,5, ;P;;
packingnya rapi banget keren dah pokoknya untuk kuenya enak g was2 kuenya penyok atau kenapa2 di jamin sampe dengan selamat kuenya happy shopping,5, ;P;;
kue nya istimevvah,5, ;P;;
walaupun respon sedikit slow tapi sekali di notice prosesnya cepet banget admin juga sangat membantu alhamdulillah sesuai estimasi waktu kalau rasa nggak usah dibahas jelas daeebaakk juaraaa,5, ;P;;
ahhh sukaaa packagingnya menggemaskan pengiriman juga cepat gak malu2in kalau buat kirim2 hampers,5, ;P;;
super cepat pengirimannya thanks,5, ;P;;
enakkkkk bgt,5, ;P;;
cepat respon dn oke bingit kue nya,5, ;P;;
kuenya yummy pelayanan sangat baik super cepat thank you,5, ;P;;
enakkk langsung ludes padahal makan berdua,5, ;P;;
enak bangeeet ongol ongolnya kenyal pas,5, ;P;;
seller fast respon gemblongnya empuk dan enak,5, ;P;;
overall enak gulanya kering dan tahan lama keringnya tp agak kegosongan jadi ada rasa paitnya ketannya udah oke banget gacor,5, ;P;;
terima kasih selalu puas enak cepat dan aman,5, ;P;;
parah udah repeat order ke 2 dan pesen lebih banyak ternyata enak banget ini,5, ;P;;
terima kasih enak sekali semua suka,5, ;P;;
enak banget banget lembut dan manisnya pas,5, ;P;;
enak dan bener kata penjualnya sebaiknya atau paling enak kalo lsg dimakan hari itu,5, ;P;;
layanan cepat mkn enak,5, ;P;;
ketannya legit gula merahnya berasa banget selalu jadi rebutan keluarga l,5, ;P;;
browniesnya eunak gak terlalu manis packing rapi n ok,5, ;P;;
barang sesuai terima kasih,5, ;P;;
pengiriman cepat pengemasan aman dan exp cukup lama thx,5, ;P;;
endul,5, ;P;;
brownisnya enaaakkkk,5, ;P;;
kue enak dan delivery cepat,5, ;P;;
browniesnya sampai dengan selamat packingnya yang dibungkus satu satu bikin lebih aman ya kalau rasa browniesnya prima rasa mah jelas enak lah,5, ;P;;
ya primarasa seng ada lawanlah enak,5, ;P;;
barang di terima dengan kondisi agak sedikit hancur ujungnya sepertinya terguncang2 dalam pengiriman rasa browniesnya enak pengiriman cepat,4, ;N;;
barang sesuai deskripsi enakk dan lezat semoga makin sukses dan untung y bos,5, ;P;;
kemasan rapi aman sampai tujuan,5, ;P;;
expire nya terlalu pendek jangka waktunya cuma 4 hari stlh brg ditrima,3, ;N;;
yg mix akutuh bingung kok kardusnya brownis keju yaa tp buat kardus pengirimannya lumayan berani juga yaa dikirim bgitu,3, ;N;;
tks tks tks,5, ;P;;
siiip and top,5, ;P;;
rasanya enak harganya murah,5, ;P;;
pesen isi 10 dikirim isi 5 chat slowwwwww response wa pun sama,5, ;N;;
bakpianya bagus enak pengirimaan tepat waktu recommended seller,5, ;P;;
mantap jogja bekasi cpet bgt nyampenya exp msh 4hr lg lgsg msukin kulkas,5, ;P;;
pengiriman cepat packing aman sukses buat toko nya yaa,5, ;P;;
recommended seller tepat waktu pengiriman komunikatif seller dan packaging bagus,5, ;P;;
cepet bgt ngirimnya mantap,5, ;P;;
wueeenakkk tenannnnn untuk pengiriman mulusss banget ga ada kendala ap2 seller langsung dm update foto baik produk maupun babang gojek kangen sama bandung order dr cabang aja,5, ;P;;
bolen dikemas dengan bubble wrap dan plastik selles mengkomunikasikan pengiriman pesanan dengan baik expired date di 9 mei 2021,5, ;P;;
sdh tau bolen ini pasti enaaak mksh sdh cepat krmnya,5, ;P;;
enak bangetttttttt fresh,5, ;P;;
seller fast respons dan komunikatif sekali,5, ;P;;
yg 2 rasanya habis gak apa2 yg coklat juga mantap,5, ;P;;
gerak cepat pesan ga sampe 30 menit sudah dijemput kurir recommended services 5,5, ;P;;
pengiriman cepat sameday respon penjual cepat dan rasanya enak banget makasih kak,5, ;P;;
pengiriman cepat seller cepet tanggap barang kualitas oke banget pengiriman instan mantap,5, ;P;;
respond cepat pembelian kedua hehe,5, ;P;;
rindu bali,5, ;P;;
produk sesuai deskripsi tanggapan dan pengiriman cepat sangat recommended,5, ;P;;
mantapp respon toko cepat expired nya jauh,5, ;P;;
expired masih sebulan lgi,5, ;P;;
mantap lembut lumer di mulut,5, ;P;;
thanks pia legongnnya enak,5, ;P;;
pengiriman cepat padahal di peak season rasa semoga enak kirim tuk hadiah,5, ;P;;
kue enak pengiriman cepat,5, ;P;;
packingan rapih kue enak,5, ;P;;
pengiriman nya cepat,5, ;P;;
lv is the best kuenya enak2 dan bervariasi trusted and recommended seller,5, ;P;;
respon baik packaging sangat rapi,5, ;P;;
enak lapis legitnya,4, ;P;;
packing bagus rasa enak,5, ;P;;
packingan aman,5, ;P;;
enak lembut,5, ;P;;
terluv gula dan kelapanya enak banget ini kacau si enaknya bakalan order lagi recommended banget,5, ;P;;
enak banget gemblongnya ketannya lembut gulanya medok,5, ;P;;
gemblong terenak recommended seller pengiriman sangat cepat,5, ;P;;
enak bgt sih ini ketannya jg empuk,5, ;P;;
good product good delivery,5, ;P;;
endul bgt,5, ;P;;
so delish,5, ;P;;
sukak,5, ;P;;
rasa n packing ok,3, ;P;;
sepertinya kemasan kurang cocok utk pengiriman same day isinya jadi ikut tertekan2,3, ;N;;
terlalu enak diatas ekspektasi pasti beli lagi utamanya yang vanilla jadi rebutan,5, ;P;;
soesnya enak dan bakal repeat order,5, ;P;;
hmmm awal pikir ini mirip2 beard papa eh ternyata lebih ke kue sus jadul gitu ok sih not bad but not to my liking lebih suka yang light,4, ;N;;
tooopppp,5, ;P;;
vanilla enak bagian kulitnya original enak dalemnya rum terasa matcha krim bagian dalam terasa aroma jasmine greentea choco agak eneg,5, ;P;;
min benyek kue nya tapi gpp lah untung rasa nya enak,4, ;N;;
entah pembelian yg keberapa kali soalnya selalu pesen disini pengiriman and packing nya bagus banget yg sekarang pengiriman gosend selalu puas,5, ;P;;
rasanya lumayan enak tp gak terlalu berasa wismannya isinya dikit,4, ;N;;
ok banyak isinya cm mgkn krn pinggir dan tipis2 jd rasanya krg moist lbh suka lapis sby nya,4, ;N;;
enak super rasanya,5, ;P;;
secara pelayanan bagus responsif dan cpt diproses pengiriman jg bagus packingngya klo kualitas dan rasa krn ga tau lapis legit yg enak itu gmn jadi ya mnurut saya ini enak cuma emang agak overprice ya untuk pinggiran dikit bgt mending sekalian beli lapis monica di alfamart,4, ;N;;
enak bgt dan lembut next order lagi,5, ;P;;
lumayan kue nya pda nempel irisan nya tips bangat,5, ;N;;
cake nya udah gosong paking ngasal,1, ;N;;
pengiriman cepat packing lumayan mungkin karena pinggiran kue sedikit gosong rasanya sedikit pahit saya tidak menemukan beli 3 gratis 1 yg saya terima cuma 3 tp overall good lah,4, ;N;;
sudah takdir beli kue zonk beli sebelum baca review pengiriman lama gambar dan produk yg dikirim beda rasa kue berminyak dan gak enak maafin ya tp saya hanya mau menyelamatkan org lain dari kekecewaan yg saya rasakan,1, ;N;;
he hee enak,5, ;P;;
enak cuma jgn berharap seperti di gambar yg penuh ya he he he,5, ;N;;
ada bau yg anéh,3, ;N;;
nggak enak parah sekali mau makan nya juga takut paraaahhhh,1, ;N;;
ga sesuai dengan gambar soal rasa standar banget,1, ;N;;
enak dan pengiriman cepat langsung habis ama anak2,5, ;P;;
rasa nya itu loh ngangenin mantab,5, ;P;;
enak sihh ini sblmnya aku udh pesen yg mahal di tk sblh trus penasaran apa di tokped ada yg jual mooncake ternyata kok ada yg hrgnya terjangkau dan review bagus jd aku sengaja beli lg mau compare ternyata rasanya jg ga kalah loh kata seller bestsellernya varian pandan dan kc merah jd aku beli yg varian pandan kc merah kc item telur asin dan durian telur asin aku plg doyan yg kc item dan duriannya kulitnya jg lmyn tipis jd isinya lbh berasa pengiriman jg cpt aku pesen malem bsk sore udh dikirim jd seneng deh nemu mooncake yg hrg terjangkau kalo kpn2 pengen bs beli lg disini nyoba yg varian lain,5, ;P;;
mooncake nya enak nggak eneg seperti mooncake pada umumnya,5, ;P;;
agak hancur ya dtg nya cemet tp rasa ok bgt rwcomended seller,5, ;N;;
pengiriman cepat dan kualitas produknya memang memuaskan ini pesanan yang beberapa kalinya,5, ;P;;
enak bangeet puas sama pelayanannya terima kasih kuenyaa,5, ;P;;
ini mooncake enak parah sih dan good service bgt bungkusan nya jg dibuat bener2 aman padahal pengiriman ke jawa barat recommended,5, ;P;;
enak bingiiitsss,5, ;P;;
enak bgt rasanya,5, ;P;;
enaakkk pengiriman cepet,5, ;P;;
pesanan tiba cepat rasa enak kwalitas stabil murah hati dikasih sambelnya 2 plastik,5, ;P;;
udah ini enak titik no debat yang bengkoang ya,5, ;P;;
puasss skl enak coipannya sambelnya dikasih banyak inisdh kali ke 3 pesan sm toko ini,5, ;P;;
maknyooossssse,5, ;P;;
mantap ini,5, ;P;;
baru tau ada di tokopedia langsung order kerennnnn banget deh order tgl 4 tengah malem di respon sama adminnya tgl 5 dikirim dan barusan nyampe tgl 6 ini mah masuknya sehari aja padahal semarang depok packing rapih bangettt mochi aman ga berantakan untuk rasa yah udh terkenal enak dari dulu makasi moachi gemini sukses terus,5, ;P;;
terima kasih pengiriman cepat seller komunikatif produk enak,5, ;P;;
moachi nya enaaak sampai langsung abisss,5, ;P;;
selalu puas belanja disini pengiriman 1 hr sampek padahal pake free ongkir seller ramah,5, ;P;;
mantaplah rasanya respon sellernya cepat pengiriman super cepat 1 hari sampai dari semarang ke tangerang,5, ;P;;
akhirnya sampe juga terimakasih,5, ;P;;
cs ramah pengemasan cepat begitu juga pengiriman sehari sampai dengan bebas ongkir dari semarang surabaya pengemasan aman dan rapi kemasan mochi juga dalam plastik vakum expired date msh seminggu lagi saya sarankan pesan yg oreo,5, ;P;;
keren kmrn pesan hari ini sudah sampai thx you,5, ;P;;
pengiriman cepat 1hari sudah sampai thanks ya seller next order lagi,5, ;P;;
packaging rapi dan aman tidak penyok isi aja kebalik2 mgkn krn pengiriman rasa selalu enak,5, ;P;;
mantap makasih,5, ;P;;
manis manis enak,5, ;P;;
thanks gan pesen hari itu langsung dikirim,5, ;P;;
orderjumat sore minggu siang sdh sampai padahal jauh pie susu kacang fresh packingnya aman sellernya baik rekomend order di toko ini,5, ;P;;
belum 2 hari udah abis mantul,5, ;P;;
barang ok produksi baru pengiriman cepat cuma sayang dari kurir nya handle nya agak kurang mungkin pie nya agak hancur jadi nya,5, ;N;;
mantaaapp,5, ;P;;
seller nya good respon fast delivery padahal aku pake yg bebas ongkir pesen tgl 15 sampe 18 dr denpasar ke bekasi produk sudah pasti okeh makasih yaaaa,5, ;P;;
pesanan dah sampai dikirim tanggal produksi terbaru,5, ;P;;
pengirimannya cepat meskipun pake free ongkir,5, ;P;;
produk telah diterima dengan baik terimakasih,5, ;P;;
kurang 1,3, ;N;;
deliverynya cepat sekali packing rapi harga reasonable,5, ;P;;
enaaaak uda pesanan ke sekian kali dan selalu sukaa sama pelayanan toko ini fast respon barang sesuai deskripsi really recommended seller,5, ;P;;
brng ditrima keadaan baik cepat respon dan pengiriman jg cepat smg aja rasa nya enak trima ksh seller,5, ;P;;
blm dicoba,5, ;P;;
eunakkk,5, ;P;;
gilakkk enak deh ketannya pulen babinya endul lengkap dngan temen2nya hioko lapchong uda gk bs berkata2 sorry yahgua mo ngabisin dulu,5, ;P;;
pesanan diterima dalam keadaan fresh dan dikemas dg rapi sangat bersih dan aman sangat recomended,5, ;P;;
ukuran besar paket tiba ontime pakaging sgt baik,4, ;P;;
enak isi melimpah pengiriman ke luar pulau aman,5, ;P;;
enak benerrr harga gak bs boongg worth it beneran deh ini super enak,5, ;P;;
enaakkk,5, ;P;;
barang sesuai iklan dan dikirim dlm waktu yg baik,5, ;P;;
suka suka suka mao order lg kalo udah abis enak fresh sampe dengan aman krn di vakum proses buatnya cepet seller ramah all good,5, ;P;;
suka banget bakal order lg,5, ;P;;
pesanan sudah sampai dan rasa nya mantab thx gan,5, ;P;;
enak bolunya ga kalah dgn yg beli di medan dan ini kejunya ga pelit,5, ;P;;
ga pernah bosen pesen truss seller bae bener pengiriman slalu tepat dan rasa kue slalu enak lembut,5, ;P;;
kulit bolunya mantap moistt yg rasa keju wenakkk,5, ;P;;
respon dan pengiriman cpt kualitas ok recomen bgt,5, ;P;;
bolunya agak lebih kering dari yg sebelumnya saya beli sih tapi filling nya oke ga pelit,4, ;N;;
order yg kedua kali tp bkn buat sy kt yg dikasih enak bolgul,5, ;P;;
selalu enak buat ngopi pagi hari,5, ;P;;
mantaaa aaappp,5, ;P;;
terima kasih barang sdh diterima dengan baik,5, ;P;;
dua hari sampai jogja tangerang aman langsng msk kulkas terimakasih seller,5, ;P;;
coba gak dichat gak tau deh dikirim kapan proses pengemasan cukup lama sampe 3 hari pengemasan tanpa bubble wrap untung tidak penyok,4, ;N;;
